id,nombre,categoria,precio_ars,stock,descripcion,marca,modelo,color,material,peso_gramos,dimensiones,garantia_meses,uso_recomendado,caracteristicas_extra,tags,descripcion_rica,origen,contenido_caja,garantia_detalle
RAM0048,Memoria ram Patriot Viper DDR4 3200 32GB Blanco,memoria ram,52500,13,"Memoria RAM Patriot Viper DDR4 3200 32GB. 32GB, 8GB. peso 57g. dimensiones 12.7x3.1x0.7 cm. Garantia oficial 120 meses.",Patriot,Viper DDR4 3200 32GB,Blanco,PCB y aluminio,57,12.7x3.1x0.7 cm,120,Gaming y productividad,"32GB, 8GB","3200, 32gb, blanco, ddr4, gamer, gaming, gaming y productividad, memoria, memoria ram, modulo de memoria, patriot, ram, ram ddr4, viper, viper ddr4 3200 32gb","Memoria RAM Patriot Viper DDR4 3200 32GB. 32GB, 8GB. peso 57g. dimensiones 12.7x3.1x0.7 cm. Garantia oficial 120 meses.",Marca Patriot de Estados Unidos. Fabricado en Taiwan o China segun linea.,Modulo o kit de memoria en blister sellado,"Garantia oficial Patriot de 120 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
RAM0049,Memoria ram Kingston Fury Renegade DDR5 6400 8GB Negro,memoria ram,110500,4,"Memoria RAM Kingston Fury Renegade DDR5 6400 8GB. 8GB, 8GB. peso 55g. dimensiones 12.8x3.7x0.7 cm. Garantia oficial 120 meses.",Kingston,Fury Renegade DDR5 6400 8GB,Negro,PCB y aluminio,55,12.8x3.7x0.7 cm,120,Gaming y productividad,"8GB, 8GB","6400, 8gb, ddr5, fury, fury renegade ddr5 6400 8gb, gamer, gaming, gaming y productividad, kingston, memoria, memoria ram, modulo de memoria, nueva generacion, ram, ram ddr5, renegade","Memoria RAM Kingston Fury Renegade DDR5 6400 8GB. 8GB, 8GB. peso 55g. dimensiones 12.8x3.7x0.7 cm. Garantia oficial 120 meses.",Marca Kingston de Estados Unidos. Fabricado en Taiwan o China segun linea.,Modulo o kit de memoria en blister sellado,"Garantia oficial Kingston de 120 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
RAM0050,Memoria ram Kingston Fury Renegade DDR5 6400 8GB Blanco,memoria ram,110500,19,"Memoria RAM Kingston Fury Renegade DDR5 6400 8GB. 8GB, 8GB. peso 73g. dimensiones 13.6x3.3x0.7 cm. Garantia oficial 120 meses.",Kingston,Fury Renegade DDR5 6400 8GB,Blanco,PCB y aluminio,73,13.6x3.3x0.7 cm,120,Gaming y productividad,"8GB, 8GB","6400, 8gb, blanco, ddr5, fury, fury renegade ddr5 6400 8gb, gamer, gaming, gaming y productividad, kingston, memoria, memoria ram, modulo de memoria, nueva generacion, ram, ram ddr5, renegade","Memoria RAM Kingston Fury Renegade DDR5 6400 8GB. 8GB, 8GB. peso 73g. dimensiones 13.6x3.3x0.7 cm. Garantia oficial 120 meses.",Marca Kingston de Estados Unidos. Fabricado en Taiwan o China segun linea.,Modulo o kit de memoria en blister sellado,"Garantia oficial Kingston de 120 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
RAM0051,Memoria ram Kingston Fury Renegade DDR5 6400 16GB Negro,memoria ram,135000,24,"Memoria RAM Kingston Fury Renegade DDR5 6400 16GB. 16GB, 8GB. peso 97g. dimensiones 13.8x3.1x0.7 cm. Garantia oficial 120 meses.",Kingston,Fury Renegade DDR5 6400 16GB,Negro,PCB y aluminio,97,13.8x3.1x0.7 cm,120,Gaming y productividad,"16GB, 8GB","16gb, 6400, ddr5, fury, fury renegade ddr5 6400 16gb, gamer, gaming, gaming y productividad, kingston, memoria, memoria ram, modulo de memoria, nueva generacion, ram, ram ddr5, renegade","Memoria RAM Kingston Fury Renegade DDR5 6400 16GB. 16GB, 8GB. peso 97g. dimensiones 13.8x3.1x0.7 cm. Garantia oficial 120 meses.",Marca Kingston de Estados Unidos. Fabricado en Taiwan o China segun linea.,Modulo o kit de memoria en blister sellado,"Garantia oficial Kingston de 120 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
RAM0052,Memoria ram Kingston Fury Renegade DDR5 6400 16GB Blanco,memoria ram,135000,12,"Memoria RAM Kingston Fury Renegade DDR5 6400 16GB. 16GB, 8GB. peso 100g. dimensiones 11.8x3.5x0.6 cm. Garantia oficial 120 meses.",Kingston,Fury Renegade DDR5 6400 16GB,Blanco,PCB y aluminio,100,11.8x3.5x0.6 cm,120,Gaming y productividad,"16GB, 8GB","16gb, 6400, blanco, ddr5, fury, fury renegade ddr5 6400 16gb, gamer, gaming, gaming y productividad, kingston, memoria, memoria ram, modulo de memoria, nueva generacion, ram, ram ddr5, renegade","Memoria RAM Kingston Fury Renegade DDR5 6400 16GB. 16GB, 8GB. peso 100g. dimensiones 11.8x3.5x0.6 cm. Garantia oficial 120 meses.",Marca Kingston de Estados Unidos. Fabricado en Taiwan o China segun linea.,Modulo o kit de memoria en blister sellado,"Garantia oficial Kingston de 120 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
RAM0053,Memoria ram Kingston Fury Renegade DDR5 6400 32GB Negro,memoria ram,148500,20,"Memoria RAM Kingston Fury Renegade DDR5 6400 32GB. 32GB, 8GB. peso 54g. dimensiones 14.1x3.5x0.7 cm. Garantia oficial 120 meses.",Kingston,Fury Renegade DDR5 6400 32GB,Negro,PCB y aluminio,54,14.1x3.5x0.7 cm,120,Gaming y productividad,"32GB, 8GB","32gb, 6400, ddr5, fury, fury renegade ddr5 6400 32gb, gamer, gaming, gaming y productividad, kingston, memoria, memoria ram, modulo de memoria, nueva generacion, ram, ram ddr5, renegade","Memoria RAM Kingston Fury Renegade DDR5 6400 32GB. 32GB, 8GB. peso 54g. dimensiones 14.1x3.5x0.7 cm. Garantia oficial 120 meses.",Marca Kingston de Estados Unidos. Fabricado en Taiwan o China segun linea.,Modulo o kit de memoria en blister sellado,"Garantia oficial Kingston de 120 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
RAM0054,Memoria ram Kingston Fury Renegade DDR5 6400 32GB Blanco,memoria ram,148500,23,"Memoria RAM Kingston Fury Renegade DDR5 6400 32GB. 32GB, 8GB. peso 32g. dimensiones 13.9x3.5x0.6 cm. Garantia oficial 120 meses.",Kingston,Fury Renegade DDR5 6400 32GB,Blanco,PCB y aluminio,32,13.9x3.5x0.6 cm,120,Gaming y productividad,"32GB, 8GB","32gb, 6400, blanco, ddr5, fury, fury renegade ddr5 6400 32gb, gamer, gaming, gaming y productividad, kingston, memoria, memoria ram, modulo de memoria, nueva generacion, ram, ram ddr5, renegade","Memoria RAM Kingston Fury Renegade DDR5 6400 32GB. 32GB, 8GB. peso 32g. dimensiones 13.9x3.5x0.6 cm. Garantia oficial 120 meses.",Marca Kingston de Estados Unidos. Fabricado en Taiwan o China segun linea.,Modulo o kit de memoria en blister sellado,"Garantia oficial Kingston de 120 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
RAM0055,Memoria ram Corsair Vengeance RGB DDR5 6000 8GB Negro,memoria ram,106000,3,"Memoria RAM Corsair Vengeance RGB DDR5 6000 8GB. 8GB, 8GB. peso 117g. dimensiones 12.2x3.4x0.7 cm. Garantia oficial 120 meses.",Corsair,Vengeance RGB DDR5 6000 8GB,Negro,PCB y aluminio,117,12.2x3.4x0.7 cm,120,Gaming y productividad,"8GB, 8GB","6000, 8gb, corsair, ddr5, gamer, gaming, gaming y productividad, iluminado, led rgb, luces, memoria, memoria ram, modulo de memoria, nueva generacion, ram, ram ddr5, rgb, vengeance, vengeance rgb ddr5 6000 8gb","Memoria RAM Corsair Vengeance RGB DDR5 6000 8GB. 8GB, 8GB. peso 117g. dimensiones 12.2x3.4x0.7 cm. Garantia oficial 120 meses.",Marca Corsair de Estados Unidos. Fabricado en Taiwan o China segun linea.,Modulo o kit de memoria en blister sellado,"Garantia oficial Corsair de 120 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
RAM0056,Memoria ram Corsair Vengeance RGB DDR5 6000 8GB Blanco,memoria ram,106000,22,"Memoria RAM Corsair Vengeance RGB DDR5 6000 8GB. 8GB, 8GB. peso 118g. dimensiones 12.1x3.7x0.7 cm. Garantia oficial 120 meses.",Corsair,Vengeance RGB DDR5 6000 8GB,Blanco,PCB y aluminio,118,12.1x3.7x0.7 cm,120,Gaming y productividad,"8GB, 8GB","6000, 8gb, blanco, corsair, ddr5, gamer, gaming, gaming y productividad, iluminado, led rgb, luces, memoria, memoria ram, modulo de memoria, nueva generacion, ram, ram ddr5, rgb, vengeance, vengeance rgb ddr5 6000 8gb","Memoria RAM Corsair Vengeance RGB DDR5 6000 8GB. 8GB, 8GB. peso 118g. dimensiones 12.1x3.7x0.7 cm. Garantia oficial 120 meses.",Marca Corsair de Estados Unidos. Fabricado en Taiwan o China segun linea.,Modulo o kit de memoria en blister sellado,"Garantia oficial Corsair de 120 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
RAM0057,Memoria ram Corsair Vengeance RGB DDR5 6000 16GB Negro,memoria ram,128500,9,"Memoria RAM Corsair Vengeance RGB DDR5 6000 16GB. 16GB, 8GB. peso 94g. dimensiones 11.7x3.3x0.7 cm. Garantia oficial 120 meses.",Corsair,Vengeance RGB DDR5 6000 16GB,Negro,PCB y aluminio,94,11.7x3.3x0.7 cm,120,Gaming y productividad,"16GB, 8GB","16gb, 6000, corsair, ddr5, gamer, gaming, gaming y productividad, iluminado, led rgb, luces, memoria, memoria ram, modulo de memoria, nueva generacion, ram, ram ddr5, rgb, vengeance, vengeance rgb ddr5 6000 16gb","Memoria RAM Corsair Vengeance RGB DDR5 6000 16GB. 16GB, 8GB. peso 94g. dimensiones 11.7x3.3x0.7 cm. Garantia oficial 120 meses.",Marca Corsair de Estados Unidos. Fabricado en Taiwan o China segun linea.,Modulo o kit de memoria en blister sellado,"Garantia oficial Corsair de 120 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
RAM0058,Memoria ram Corsair Vengeance RGB DDR5 6000 16GB Blanco,memoria ram,128500,16,"Memoria RAM Corsair Vengeance RGB DDR5 6000 16GB. 16GB, 8GB. peso 112g. dimensiones 13.8x3.1x0.7 cm. Garantia oficial 120 meses.",Corsair,Vengeance RGB DDR5 6000 16GB,Blanco,PCB y aluminio,112,13.8x3.1x0.7 cm,120,Gaming y productividad,"16GB, 8GB","16gb, 6000, blanco, corsair, ddr5, gamer, gaming, gaming y productividad, iluminado, led rgb, luces, memoria, memoria ram, modulo de memoria, nueva generacion, ram, ram ddr5, rgb, vengeance, vengeance rgb ddr5 6000 16gb","Memoria RAM Corsair Vengeance RGB DDR5 6000 16GB. 16GB, 8GB. peso 112g. dimensiones 13.8x3.1x0.7 cm. Garantia oficial 120 meses.",Marca Corsair de Estados Unidos. Fabricado en Taiwan o China segun linea.,Modulo o kit de memoria en blister sellado,"Garantia oficial Corsair de 120 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
RAM0059,Memoria ram Corsair Vengeance RGB DDR5 6000 32GB Negro,memoria ram,147000,13,"Memoria RAM Corsair Vengeance RGB DDR5 6000 32GB. 32GB, 8GB. peso 59g. dimensiones 14.2x3.5x0.7 cm. Garantia oficial 120 meses.",Corsair,Vengeance RGB DDR5 6000 32GB,Negro,PCB y aluminio,59,14.2x3.5x0.7 cm,120,Gaming y productividad,"32GB, 8GB","32gb, 6000, corsair, ddr5, gamer, gaming, gaming y productividad, iluminado, led rgb, luces, memoria, memoria ram, modulo de memoria, nueva generacion, ram, ram ddr5, rgb, vengeance, vengeance rgb ddr5 6000 32gb","Memoria RAM Corsair Vengeance RGB DDR5 6000 32GB. 32GB, 8GB. peso 59g. dimensiones 14.2x3.5x0.7 cm. Garantia oficial 120 meses.",Marca Corsair de Estados Unidos. Fabricado en Taiwan o China segun linea.,Modulo o kit de memoria en blister sellado,"Garantia oficial Corsair de 120 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
RAM0060,Memoria ram Corsair Vengeance RGB DDR5 6000 32GB Blanco,memoria ram,147000,20,"Memoria RAM Corsair Vengeance RGB DDR5 6000 32GB. 32GB, 8GB. peso 46g. dimensiones 12.6x3.4x0.7 cm. Garantia oficial 120 meses.",Corsair,Vengeance RGB DDR5 6000 32GB,Blanco,PCB y aluminio,46,12.6x3.4x0.7 cm,120,Gaming y productividad,"32GB, 8GB","32gb, 6000, blanco, corsair, ddr5, gamer, gaming, gaming y productividad, iluminado, led rgb, luces, memoria, memoria ram, modulo de memoria, nueva generacion, ram, ram ddr5, rgb, vengeance, vengeance rgb ddr5 6000 32gb","Memoria RAM Corsair Vengeance RGB DDR5 6000 32GB. 32GB, 8GB. peso 46g. dimensiones 12.6x3.4x0.7 cm. Garantia oficial 120 meses.",Marca Corsair de Estados Unidos. Fabricado en Taiwan o China segun linea.,Modulo o kit de memoria en blister sellado,"Garantia oficial Corsair de 120 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
RAM0061,Memoria ram Corsair Dominator DDR5 6200 8GB Negro,memoria ram,147500,2,"Memoria RAM Corsair Dominator DDR5 6200 8GB. 8GB, 8GB. peso 89g. dimensiones 13.8x3.6x0.7 cm. Garantia oficial 120 meses.",Corsair,Dominator DDR5 6200 8GB,Negro,PCB y aluminio,89,13.8x3.6x0.7 cm,120,Gaming y productividad,"8GB, 8GB","6200, 8gb, corsair, ddr5, dominator, dominator ddr5 6200 8gb, gamer, gaming, gaming y productividad, memoria, memoria ram, modulo de memoria, nueva generacion, ram, ram ddr5","Memoria RAM Corsair Dominator DDR5 6200 8GB. 8GB, 8GB. peso 89g. dimensiones 13.8x3.6x0.7 cm. Garantia oficial 120 meses.",Marca Corsair de Estados Unidos. Fabricado en Taiwan o China segun linea.,Modulo o kit de memoria en blister sellado,"Garantia oficial Corsair de 120 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
RAM0062,Memoria ram Corsair Dominator DDR5 6200 8GB Blanco,memoria ram,147500,13,"Memoria RAM Corsair Dominator DDR5 6200 8GB. 8GB, 8GB. peso 59g. dimensiones 12.5x3.3x0.7 cm. Garantia oficial 120 meses.",Corsair,Dominator DDR5 6200 8GB,Blanco,PCB y aluminio,59,12.5x3.3x0.7 cm,120,Gaming y productividad,"8GB, 8GB","6200, 8gb, blanco, corsair, ddr5, dominator, dominator ddr5 6200 8gb, gamer, gaming, gaming y productividad, memoria, memoria ram, modulo de memoria, nueva generacion, ram, ram ddr5","Memoria RAM Corsair Dominator DDR5 6200 8GB. 8GB, 8GB. peso 59g. dimensiones 12.5x3.3x0.7 cm. Garantia oficial 120 meses.",Marca Corsair de Estados Unidos. Fabricado en Taiwan o China segun linea.,Modulo o kit de memoria en blister sellado,"Garantia oficial Corsair de 120 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
RAM0063,Memoria ram Corsair Dominator DDR5 6200 16GB Negro,memoria ram,164500,15,"Memoria RAM Corsair Dominator DDR5 6200 16GB. 16GB, 8GB. peso 48g. dimensiones 13.3x3.5x0.7 cm. Garantia oficial 120 meses.",Corsair,Dominator DDR5 6200 16GB,Negro,PCB y aluminio,48,13.3x3.5x0.7 cm,120,Gaming y productividad,"16GB, 8GB","16gb, 6200, corsair, ddr5, dominator, dominator ddr5 6200 16gb, gamer, gaming, gaming y productividad, memoria, memoria ram, modulo de memoria, nueva generacion, ram, ram ddr5","Memoria RAM Corsair Dominator DDR5 6200 16GB. 16GB, 8GB. peso 48g. dimensiones 13.3x3.5x0.7 cm. Garantia oficial 120 meses.",Marca Corsair de Estados Unidos. Fabricado en Taiwan o China segun linea.,Modulo o kit de memoria en blister sellado,"Garantia oficial Corsair de 120 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
RAM0064,Memoria ram Corsair Dominator DDR5 6200 16GB Blanco,memoria ram,164500,9,"Memoria RAM Corsair Dominator DDR5 6200 16GB. 16GB, 8GB. peso 103g. dimensiones 11.9x3.7x0.7 cm. Garantia oficial 120 meses.",Corsair,Dominator DDR5 6200 16GB,Blanco,PCB y aluminio,103,11.9x3.7x0.7 cm,120,Gaming y productividad,"16GB, 8GB","16gb, 6200, blanco, corsair, ddr5, dominator, dominator ddr5 6200 16gb, gamer, gaming, gaming y productividad, memoria, memoria ram, modulo de memoria, nueva generacion, ram, ram ddr5","Memoria RAM Corsair Dominator DDR5 6200 16GB. 16GB, 8GB. peso 103g. dimensiones 11.9x3.7x0.7 cm. Garantia oficial 120 meses.",Marca Corsair de Estados Unidos. Fabricado en Taiwan o China segun linea.,Modulo o kit de memoria en blister sellado,"Garantia oficial Corsair de 120 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
RAM0065,Memoria ram Corsair Dominator DDR5 6200 32GB Negro,memoria ram,199500,5,"Memoria RAM Corsair Dominator DDR5 6200 32GB. 32GB, 8GB. peso 55g. dimensiones 11.8x3.4x0.7 cm. Garantia oficial 120 meses.",Corsair,Dominator DDR5 6200 32GB,Negro,PCB y aluminio,55,11.8x3.4x0.7 cm,120,Gaming y productividad,"32GB, 8GB","32gb, 6200, corsair, ddr5, dominator, dominator ddr5 6200 32gb, gamer, gaming, gaming y productividad, memoria, memoria ram, modulo de memoria, nueva generacion, ram, ram ddr5","Memoria RAM Corsair Dominator DDR5 6200 32GB. 32GB, 8GB. peso 55g. dimensiones 11.8x3.4x0.7 cm. Garantia oficial 120 meses.",Marca Corsair de Estados Unidos. Fabricado en Taiwan o China segun linea.,Modulo o kit de memoria en blister sellado,"Garantia oficial Corsair de 120 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
RAM0066,Memoria ram Corsair Dominator DDR5 6200 32GB Blanco,memoria ram,199500,25,"Memoria RAM Corsair Dominator DDR5 6200 32GB. 32GB, 8GB. peso 60g. dimensiones 13.2x3.1x0.7 cm. Garantia oficial 120 meses.",Corsair,Dominator DDR5 6200 32GB,Blanco,PCB y aluminio,60,13.2x3.1x0.7 cm,120,Gaming y productividad,"32GB, 8GB","32gb, 6200, blanco, corsair, ddr5, dominator, dominator ddr5 6200 32gb, gamer, gaming, gaming y productividad, memoria, memoria ram, modulo de memoria, nueva generacion, ram, ram ddr5","Memoria RAM Corsair Dominator DDR5 6200 32GB. 32GB, 8GB. peso 60g. dimensiones 13.2x3.1x0.7 cm. Garantia oficial 120 meses.",Marca Corsair de Estados Unidos. Fabricado en Taiwan o China segun linea.,Modulo o kit de memoria en blister sellado,"Garantia oficial Corsair de 120 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
RAM0067,Memoria ram G.Skill Flare X5 DDR5 6000 8GB Negro,memoria ram,92000,5,"Memoria RAM G.Skill Flare X5 DDR5 6000 8GB. 8GB, 8GB. peso 95g. dimensiones 12.5x3.6x0.7 cm. Garantia oficial 120 meses.",G.Skill,Flare X5 DDR5 6000 8GB,Negro,PCB y aluminio,95,12.5x3.6x0.7 cm,120,Gaming y productividad,"8GB, 8GB","6000, 8gb, ddr5, flare, flare x5 ddr5 6000 8gb, g.skill, gamer, gaming, gaming y productividad, memoria, memoria ram, modulo de memoria, nueva generacion, ram, ram ddr5","Memoria RAM G.Skill Flare X5 DDR5 6000 8GB. 8GB, 8GB. peso 95g. dimensiones 12.5x3.6x0.7 cm. Garantia oficial 120 meses.",Marca G.Skill de Taiwan. Fabricado en Taiwan o China segun linea.,Modulo o kit de memoria en blister sellado,"Garantia oficial G.Skill de 120 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
RAM0068,Memoria ram G.Skill Flare X5 DDR5 6000 8GB Blanco,memoria ram,92000,21,"Memoria RAM G.Skill Flare X5 DDR5 6000 8GB. 8GB, 8GB. peso 120g. dimensiones 14.0x3.5x0.7 cm. Garantia oficial 120 meses.",G.Skill,Flare X5 DDR5 6000 8GB,Blanco,PCB y aluminio,120,14.0x3.5x0.7 cm,120,Gaming y productividad,"8GB, 8GB","6000, 8gb, blanco, ddr5, flare, flare x5 ddr5 6000 8gb, g.skill, gamer, gaming, gaming y productividad, memoria, memoria ram, modulo de memoria, nueva generacion, ram, ram ddr5","Memoria RAM G.Skill Flare X5 DDR5 6000 8GB. 8GB, 8GB. peso 120g. dimensiones 14.0x3.5x0.7 cm. Garantia oficial 120 meses.",Marca G.Skill de Taiwan. Fabricado en Taiwan o China segun linea.,Modulo o kit de memoria en blister sellado,"Garantia oficial G.Skill de 120 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
RAM0069,Memoria ram G.Skill Flare X5 DDR5 6000 16GB Negro,memoria ram,103000,11,"Memoria RAM G.Skill Flare X5 DDR5 6000 16GB. 16GB, 8GB. peso 60g. dimensiones 13.7x3.4x0.8 cm. Garantia oficial 120 meses.",G.Skill,Flare X5 DDR5 6000 16GB,Negro,PCB y aluminio,60,13.7x3.4x0.8 cm,120,Gaming y productividad,"16GB, 8GB","16gb, 6000, ddr5, flare, flare x5 ddr5 6000 16gb, g.skill, gamer, gaming, gaming y productividad, memoria, memoria ram, modulo de memoria, nueva generacion, ram, ram ddr5","Memoria RAM G.Skill Flare X5 DDR5 6000 16GB. 16GB, 8GB. peso 60g. dimensiones 13.7x3.4x0.8 cm. Garantia oficial 120 meses.",Marca G.Skill de Taiwan. Fabricado en Taiwan o China segun linea.,Modulo o kit de memoria en blister sellado,"Garantia oficial G.Skill de 120 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
RAM0070,Memoria ram G.Skill Flare X5 DDR5 6000 16GB Blanco,memoria ram,103000,12,"Memoria RAM G.Skill Flare X5 DDR5 6000 16GB. 16GB, 8GB. peso 81g. dimensiones 12.2x3.7x0.7 cm. Garantia oficial 120 meses.",G.Skill,Flare X5 DDR5 6000 16GB,Blanco,PCB y aluminio,81,12.2x3.7x0.7 cm,120,Gaming y productividad,"16GB, 8GB","16gb, 6000, blanco, ddr5, flare, flare x5 ddr5 6000 16gb, g.skill, gamer, gaming, gaming y productividad, memoria, memoria ram, modulo de memoria, nueva generacion, ram, ram ddr5","Memoria RAM G.Skill Flare X5 DDR5 6000 16GB. 16GB, 8GB. peso 81g. dimensiones 12.2x3.7x0.7 cm. Garantia oficial 120 meses.",Marca G.Skill de Taiwan. Fabricado en Taiwan o China segun linea.,Modulo o kit de memoria en blister sellado,"Garantia oficial G.Skill de 120 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
RAM0071,Memoria ram G.Skill Flare X5 DDR5 6000 32GB Negro,memoria ram,120000,19,"Memoria RAM G.Skill Flare X5 DDR5 6000 32GB. 32GB, 8GB. peso 69g. dimensiones 14.1x3.5x0.7 cm. Garantia oficial 120 meses.",G.Skill,Flare X5 DDR5 6000 32GB,Negro,PCB y aluminio,69,14.1x3.5x0.7 cm,120,Gaming y productividad,"32GB, 8GB","32gb, 6000, ddr5, flare, flare x5 ddr5 6000 32gb, g.skill, gamer, gaming, gaming y productividad, memoria, memoria ram, modulo de memoria, nueva generacion, ram, ram ddr5","Memoria RAM G.Skill Flare X5 DDR5 6000 32GB. 32GB, 8GB. peso 69g. dimensiones 14.1x3.5x0.7 cm. Garantia oficial 120 meses.",Marca G.Skill de Taiwan. Fabricado en Taiwan o China segun linea.,Modulo o kit de memoria en blister sellado,"Garantia oficial G.Skill de 120 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
RAM0072,Memoria ram G.Skill Flare X5 DDR5 6000 32GB Blanco,memoria ram,120000,9,"Memoria RAM G.Skill Flare X5 DDR5 6000 32GB. 32GB, 8GB. peso 54g. dimensiones 13.1x3.7x0.7 cm. Garantia oficial 120 meses.",G.Skill,Flare X5 DDR5 6000 32GB,Blanco,PCB y aluminio,54,13.1x3.7x0.7 cm,120,Gaming y productividad,"32GB, 8GB","32gb, 6000, blanco, ddr5, flare, flare x5 ddr5 6000 32gb, g.skill, gamer, gaming, gaming y productividad, memoria, memoria ram, modulo de memoria, nueva generacion, ram, ram ddr5","Memoria RAM G.Skill Flare X5 DDR5 6000 32GB. 32GB, 8GB. peso 54g. dimensiones 13.1x3.7x0.7 cm. Garantia oficial 120 meses.",Marca G.Skill de Taiwan. Fabricado en Taiwan o China segun linea.,Modulo o kit de memoria en blister sellado,"Garantia oficial G.Skill de 120 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
RAM0073,Memoria ram Crucial Pro DDR5 5600 8GB Negro,memoria ram,73500,3,"Memoria RAM Crucial Pro DDR5 5600 8GB. 8GB, 8GB. peso 118g. dimensiones 12.5x3.3x0.7 cm. Garantia oficial 120 meses.",Crucial,Pro DDR5 5600 8GB,Negro,PCB y aluminio,118,12.5x3.3x0.7 cm,120,Gaming y productividad,"8GB, 8GB","5600, 8gb, crucial, ddr5, gamer, gaming, gaming y productividad, memoria, memoria ram, modulo de memoria, nueva generacion, pro, pro ddr5 5600 8gb, ram, ram ddr5","Memoria RAM Crucial Pro DDR5 5600 8GB. 8GB, 8GB. peso 118g. dimensiones 12.5x3.3x0.7 cm. Garantia oficial 120 meses.",Marca Crucial de Estados Unidos. Fabricado en Taiwan o China segun linea.,Modulo o kit de memoria en blister sellado,"Garantia oficial Crucial de 120 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
RAM0074,Memoria ram Crucial Pro DDR5 5600 8GB Blanco,memoria ram,73500,14,"Memoria RAM Crucial Pro DDR5 5600 8GB. 8GB, 8GB. peso 52g. dimensiones 14.1x3.6x0.7 cm. Garantia oficial 120 meses.",Crucial,Pro DDR5 5600 8GB,Blanco,PCB y aluminio,52,14.1x3.6x0.7 cm,120,Gaming y productividad,"8GB, 8GB","5600, 8gb, blanco, crucial, ddr5, gamer, gaming, gaming y productividad, memoria, memoria ram, modulo de memoria, nueva generacion, pro, pro ddr5 5600 8gb, ram, ram ddr5","Memoria RAM Crucial Pro DDR5 5600 8GB. 8GB, 8GB. peso 52g. dimensiones 14.1x3.6x0.7 cm. Garantia oficial 120 meses.",Marca Crucial de Estados Unidos. Fabricado en Taiwan o China segun linea.,Modulo o kit de memoria en blister sellado,"Garantia oficial Crucial de 120 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
