marca,modelo,categoria,conecta_por,plataformas,requiere,provee,no_compatible,nota
Logitech,M170,mouse,receptor_usb,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a,,,"Inalambrico con receptor USB incluido: se enchufa el receptor y anda, no necesita Bluetooth."
Logitech,M220 Silent,mouse,receptor_usb,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a,,,"Inalambrico con receptor USB incluido: se enchufa el receptor y anda, no necesita Bluetooth."
Logitech,MX Master 3S,mouse,bluetooth|receptor_usb,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a|bluetooth,,,Anda por Bluetooth o con su receptor USB; con el receptor no hace falta que el equipo tenga Bluetooth.
Microsoft,Classic IntelliMouse,mouse,puerto_usb_a,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a,,,Con cable USB: entra en cualquier puerto USB libre.
Razer,Basilisk V3,mouse,puerto_usb_a,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a,,,Con cable USB: entra en cualquier puerto USB libre.
Razer,Cobra,mouse,puerto_usb_a,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a,,,Con cable USB: entra en cualquier puerto USB libre.
Razer,DeathAdder V3,mouse,puerto_usb_a,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a,,,Con cable USB: entra en cualquier puerto USB libre.
Razer,Naga V2 Pro,mouse,bluetooth|receptor_usb,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a|bluetooth,,,Anda por Bluetooth o con su receptor USB; con el receptor no hace falta que el equipo tenga Bluetooth.
Razer,Orochi V2,mouse,bluetooth|receptor_usb,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a|bluetooth,,,Anda por Bluetooth o con su receptor USB; con el receptor no hace falta que el equipo tenga Bluetooth.
Razer,Viper V3 Pro,mouse,receptor_usb,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a,,,"Inalambrico con receptor USB incluido: se enchufa el receptor y anda, no necesita Bluetooth."
Redragon,Cobra M711,mouse,puerto_usb_a,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a,,,Con cable USB: entra en cualquier puerto USB libre.
Redragon,King Cobra,mouse,puerto_usb_a,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a,,,Con cable USB: entra en cualquier puerto USB libre.
Redragon,Predator,mouse,puerto_usb_a,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a,,,Con cable USB: entra en cualquier puerto USB libre.
Redragon,Storm Elite,mouse,puerto_usb_a,windows|macos|linux|notebook|pc_escritorio,puerto_usb_a,,,Con cable USB: entra en cualquier puerto USB libre.
Acer,Aspire 5 Core i5 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Acer,Aspire 5 Core i7 16GB 1TB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Acer,Aspire 5 Ryzen 7 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Acer,Nitro 5 Core i5 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Acer,Nitro 5 Core i7 16GB 1TB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Acer,Nitro 5 Ryzen 7 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Acer,Swift Go 14 Core i5 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Acer,Swift Go 14 Core i7 16GB 1TB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Acer,Swift Go 14 Ryzen 7 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Asus,ROG Strix G16 Core i5 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Asus,ROG Strix G16 Core i7 16GB 1TB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Asus,ROG Strix G16 Ryzen 7 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Asus,TUF Gaming F15 Core i5 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Asus,TUF Gaming F15 Core i7 16GB 1TB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Asus,TUF Gaming F15 Ryzen 7 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Asus,Vivobook 15 Core i5 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Asus,Vivobook 15 Core i7 16GB 1TB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Asus,Vivobook 15 Ryzen 7 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Asus,Zenbook 14 OLED Core i5 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Asus,Zenbook 14 OLED Core i7 16GB 1TB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Asus,Zenbook 14 OLED Ryzen 7 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Dell,G15 Core i5 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Dell,G15 Core i7 16GB 1TB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Dell,G15 Ryzen 7 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Dell,Inspiron 15 3520 Core i5 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Dell,Inspiron 15 3520 Core i7 16GB 1TB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Dell,Inspiron 15 3520 Ryzen 7 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Dell,Latitude 3540 Core i5 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Dell,Latitude 3540 Core i7 16GB 1TB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Dell,Latitude 3540 Ryzen 7 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
HP,245 G9 Core i5 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
HP,245 G9 Core i7 16GB 1TB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
HP,245 G9 Ryzen 7 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
HP,Omen 16 Core i5 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
HP,Omen 16 Core i7 16GB 1TB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
HP,Omen 16 Ryzen 7 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
HP,Pavilion 15 Core i5 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
HP,Pavilion 15 Core i7 16GB 1TB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
HP,Pavilion 15 Ryzen 7 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
HP,Victus 15 Core i5 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
HP,Victus 15 Core i7 16GB 1TB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
HP,Victus 15 Ryzen 7 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Lenovo,IdeaPad 3 Core i5 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Lenovo,IdeaPad 3 Core i7 16GB 1TB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Lenovo,IdeaPad 3 Ryzen 7 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Lenovo,IdeaPad Slim 5 Core i5 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Lenovo,IdeaPad Slim 5 Core i7 16GB 1TB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Lenovo,IdeaPad Slim 5 Ryzen 7 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Lenovo,LOQ 15 Core i5 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Lenovo,LOQ 15 Core i7 16GB 1TB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Lenovo,LOQ 15 Ryzen 7 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Lenovo,Legion 5 Core i5 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Lenovo,Legion 5 Core i7 16GB 1TB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Lenovo,Legion 5 Ryzen 7 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Lenovo,ThinkPad E14 Core i5 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Lenovo,ThinkPad E14 Core i7 16GB 1TB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Lenovo,ThinkPad E14 Ryzen 7 16GB 512GB SSD,notebook,wifi|bluetooth,windows,,puerto_usb_a|puerto_usb_c|hdmi|bluetooth|wifi|jack_35,,"Viene con Windows. Tiene USB, USB-C, HDMI, Bluetooth y WiFi, asi que le entra cualquier periferico del listado."
Edifier,R1280T,parlante,jack_35|rca,windows|macos|linux|notebook|pc_escritorio|smart_tv,jack_35|rca,,,Con cable de 3.5 mm a la salida de audio de la compu. Tambien tiene entradas RCA para el televisor.
Edifier,R1700BT,parlante,bluetooth|jack_35|rca,windows|macos|linux|notebook|pc_escritorio|android|ios|smart_tv,bluetooth|jack_35,,,Bluetooth o cable: podes usarlo con la compu por cable y con el celular por Bluetooth.
Genius,SP-HF180,parlante,jack_35,windows|macos|linux|notebook|pc_escritorio,jack_35,,,Con cable de 3.5 mm a la salida de audio de la compu.
Genius,SW-2.1 375,parlante,jack_35,windows|macos|linux|notebook|pc_escritorio,jack_35,,,Con cable de 3.5 mm a la salida de audio de la compu.
JBL,Charge 5,parlante,bluetooth,windows|macos|linux|notebook|pc_escritorio|android|ios|smart_tv,bluetooth,,,"Portatil por Bluetooth: se empareja con el celular, la tablet o la compu."
JBL,Clip 4,parlante,bluetooth,windows|macos|linux|notebook|pc_escritorio|android|ios|smart_tv,bluetooth,,,"Portatil por Bluetooth: se empareja con el celular, la tablet o la compu."
JBL,Flip 6,parlante,bluetooth,windows|macos|linux|notebook|pc_escritorio|android|ios|smart_tv,bluetooth,,,"Portatil por Bluetooth: se empareja con el celular, la tablet o la compu."
JBL,Go 3,parlante,bluetooth,windows|macos|linux|notebook|pc_escritorio|android|ios|smart_tv,bluetooth,,,"Portatil por Bluetooth: se empareja con el celular, la tablet o la compu."
Logitech,Z207 Bluetooth,parlante,bluetooth|jack_35|rca,windows|macos|linux|notebook|pc_escritorio|android|ios|smart_tv,bluetooth|jack_35,,,Bluetooth o cable: podes usarlo con la compu por cable y con el celular por Bluetooth.
Logitech,Z313,parlante,jack_35,windows|macos|linux|notebook|pc_escritorio,jack_35,,,Con cable de 3.5 mm a la salida de audio de la compu.
Logitech,Z625 THX,parlante,jack_35|rca,windows|macos|linux|notebook|pc_escritorio|smart_tv,jack_35|rca,,,Con cable de 3.5 mm a la salida de audio de la compu. Tambien tiene entradas RCA para el televisor.
Logitech,Z906 5.1,parlante,jack_35|rca,windows|macos|linux|notebook|pc_escritorio|smart_tv,jack_35|rca,,,Con cable de 3.5 mm a la salida de audio de la compu. Tambien tiene entradas RCA para el televisor.
ASRock,Challenger RX 7600 XT,placa de video,pcie_x16,pc_escritorio,pcie_x16|fuente_atx,,notebook|macos,Va en la ranura PCIe de una PC de escritorio y necesita una fuente con la potencia y los conectores que pide. En una notebook no se puede poner.
Asus,Dual RTX 4060,placa de video,pcie_x16,pc_escritorio,pcie_x16|fuente_atx,,notebook|macos,Va en la ranura PCIe de una PC de escritorio y necesita una fuente con la potencia y los conectores que pide. En una notebook no se puede poner.
Asus,Dual RTX 4070 Super,placa de video,pcie_x16,pc_escritorio,pcie_x16|fuente_atx,,notebook|macos,Va en la ranura PCIe de una PC de escritorio y necesita una fuente con la potencia y los conectores que pide. En una notebook no se puede poner.
Asus,ROG Strix RTX 4080 Super,placa de video,pcie_x16,pc_escritorio,pcie_x16|fuente_atx,,notebook|macos,Va en la ranura PCIe de una PC de escritorio y necesita una fuente con la potencia y los conectores que pide. En una notebook no se puede poner.
Asus,TUF RTX 4080 Super,placa de video,pcie_x16,pc_escritorio,pcie_x16|fuente_atx,,notebook|macos,Va en la ranura PCIe de una PC de escritorio y necesita una fuente con la potencia y los conectores que pide. En una notebook no se puede poner.
Gigabyte,Eagle RTX 4060,placa de video,pcie_x16,pc_escritorio,pcie_x16|fuente_atx,,notebook|macos,Va en la ranura PCIe de una PC de escritorio y necesita una fuente con la potencia y los conectores que pide. En una notebook no se puede poner.
Gigabyte,Gaming OC RTX 4060 Ti,placa de video,pcie_x16,pc_escritorio,pcie_x16|fuente_atx,,notebook|macos,Va en la ranura PCIe de una PC de escritorio y necesita una fuente con la potencia y los conectores que pide. En una notebook no se puede poner.
Gigabyte,Gaming OC RTX 4070 Ti Super,placa de video,pcie_x16,pc_escritorio,pcie_x16|fuente_atx,,notebook|macos,Va en la ranura PCIe de una PC de escritorio y necesita una fuente con la potencia y los conectores que pide. En una notebook no se puede poner.
MSI,Gaming X RTX 4070 Ti Super,placa de video,pcie_x16,pc_escritorio,pcie_x16|fuente_atx,,notebook|macos,Va en la ranura PCIe de una PC de escritorio y necesita una fuente con la potencia y los conectores que pide. En una notebook no se puede poner.
MSI,Gaming X RX 7600,placa de video,pcie_x16,pc_escritorio,pcie_x16|fuente_atx,,notebook|macos,Va en la ranura PCIe de una PC de escritorio y necesita una fuente con la potencia y los conectores que pide. En una notebook no se puede poner.
MSI,Ventus 2X RTX 4070 Super,placa de video,pcie_x16,pc_escritorio,pcie_x16|fuente_atx,,notebook|macos,Va en la ranura PCIe de una PC de escritorio y necesita una fuente con la potencia y los conectores que pide. En una notebook no se puede poner.
PowerColor,Hellhound RX 7800 XT,placa de video,pcie_x16,pc_escritorio,pcie_x16|fuente_atx,,notebook|macos,Va en la ranura PCIe de una PC de escritorio y necesita una fuente con la potencia y los conectores que pide. En una notebook no se puede poner.
PowerColor,Red Devil RX 7900 XT,placa de video,pcie_x16,pc_escritorio,pcie_x16|fuente_atx,,notebook|macos,Va en la ranura PCIe de una PC de escritorio y necesita una fuente con la potencia y los conectores que pide. En una notebook no se puede poner.
Sapphire,Nitro+ RX 7800 XT,placa de video,pcie_x16,pc_escritorio,pcie_x16|fuente_atx,,notebook|macos,Va en la ranura PCIe de una PC de escritorio y necesita una fuente con la potencia y los conectores que pide. En una notebook no se puede poner.
Sapphire,Pulse RX 7700 XT,placa de video,pcie_x16,pc_escritorio,pcie_x16|fuente_atx,,notebook|macos,Va en la ranura PCIe de una PC de escritorio y necesita una fuente con la potencia y los conectores que pide. En una notebook no se puede poner.
XFX,Speedster RX 7700 XT,placa de video,pcie_x16,pc_escritorio,pcie_x16|fuente_atx,,notebook|macos,Va en la ranura PCIe de una PC de escritorio y necesita una fuente con la potencia y los conectores que pide. En una notebook no se puede poner.
Zotac,Trinity RTX 4070,placa de video,pcie_x16,pc_escritorio,pcie_x16|fuente_atx,,notebook|macos,Va en la ranura PCIe de una PC de escritorio y necesita una fuente con la potencia y los conectores que pide. En una notebook no se puede poner.
Zotac,Twin Edge RTX 4060 Ti,placa de video,pcie_x16,pc_escritorio,pcie_x16|fuente_atx,,notebook|macos,Va en la ranura PCIe de una PC de escritorio y necesita una fuente con la potencia y los conectores que pide. En una notebook no se puede poner.
AMD,Ryzen 5 5500,procesador,socket_am4,pc_escritorio,socket_am4,,notebook|macos,Va en placas con ese zocalo. No trae video integrado: necesita una placa de video para dar imagen.
AMD,Ryzen 5 5600,procesador,socket_am4,pc_escritorio,socket_am4,,notebook|macos,Va en placas con ese zocalo. No trae video integrado: necesita una placa de video para dar imagen.
AMD,Ryzen 5 5600X,procesador,socket_am4,pc_escritorio,socket_am4,,notebook|macos,Va en placas con ese zocalo. No trae video integrado: necesita una placa de video para dar imagen.
AMD,Ryzen 5 7500F,procesador,socket_am5,pc_escritorio,socket_am5,,notebook|macos,Va en placas con ese zocalo. No trae video integrado: necesita una placa de video para dar imagen.
AMD,Ryzen 5 7600,procesador,socket_am5,pc_escritorio,socket_am5,,notebook|macos,"Va en placas con ese zocalo. Trae video integrado, o sea que da imagen sin placa de video."
AMD,Ryzen 5 8400F,procesador,socket_am5,pc_escritorio,socket_am5,,notebook|macos,Va en placas con ese zocalo. No trae video integrado: necesita una placa de video para dar imagen.
AMD,Ryzen 7 5800X3D,procesador,socket_am4,pc_escritorio,socket_am4,,notebook|macos,Va en placas con ese zocalo. No trae video integrado: necesita una placa de video para dar imagen.
AMD,Ryzen 7 7700X,procesador,socket_am5,pc_escritorio,socket_am5,,notebook|macos,"Va en placas con ese zocalo. Trae video integrado, o sea que da imagen sin placa de video."
AMD,Ryzen 7 7800X3D,procesador,socket_am5,pc_escritorio,socket_am5,,notebook|macos,"Va en placas con ese zocalo. Trae video integrado, o sea que da imagen sin placa de video."
AMD,Ryzen 9 7900X,procesador,socket_am5,pc_escritorio,socket_am5,,notebook|macos,"Va en placas con ese zocalo. Trae video integrado, o sea que da imagen sin placa de video."
Intel,Core i3-12100F,procesador,socket_lga1700,pc_escritorio,socket_lga1700,,notebook|macos,Va en placas con ese zocalo. No trae video integrado: necesita una placa de video para dar imagen.
Intel,Core i3-14100F,procesador,socket_lga1700,pc_escritorio,socket_lga1700,,notebook|macos,Va en placas con ese zocalo. No trae video integrado: necesita una placa de video para dar imagen.
Intel,Core i5-12400F,procesador,socket_lga1700,pc_escritorio,socket_lga1700,,notebook|macos,Va en placas con ese zocalo. No trae video integrado: necesita una placa de video para dar imagen.
Intel,Core i5-13400F,procesador,socket_lga1700,pc_escritorio,socket_lga1700,,notebook|macos,Va en placas con ese zocalo. No trae video integrado: necesita una placa de video para dar imagen.
Intel,Core i5-13600KF,procesador,socket_lga1700,pc_escritorio,socket_lga1700,,notebook|macos,Va en placas con ese zocalo. No trae video integrado: necesita una placa de video para dar imagen.
