id,nombre,categoria,precio_ars,stock,descripcion,marca,modelo,color,material,peso_gramos,dimensiones,garantia_meses,uso_recomendado,caracteristicas_extra
AUR0049,Auriculares Razer Ultra 782,auriculares,133000,13,"auriculares Razer con cable bluetooth, color grafito. Ideal para streaming.",Razer,Ultra 782,Grafito,Plastico y cuero sintetico,6171,24x18x30 cm,24,Profesional,"con cable, bluetooth"
SIL0049,Silla Gamemax Pro 3865,silla,195000,0,"silla Gamemax ergonomica malla, color azul. Ideal para oficina.",Gamemax,Pro 3865,Azul,Ecocuero y metal,7098,26x18x17 cm,36,Streaming,"ergonomica, malla"
WEB0049,Webcam Microsoft Gamer 6502,webcam,182000,39,"webcam Microsoft microfono integrado para streaming, color gris. Ideal para streaming.",Microsoft,Gamer 6502,Gris,Plastico,7073,20x9x21 cm,6,Gaming,"microfono integrado, para streaming"
MIC0049,Microfono HyperX One 919,microfono,194000,29,"microfono HyperX cardioide condensador, color negro. Ideal para estudio.",HyperX,One 919,Negro,Metal,7924,15x11x3 cm,24,Oficina,"cardioide, condensador"
PAR0049,Parlante JBL S 6208,parlante,31500,20,"parlante JBL 2.1 RGB, color blanco. Ideal para gaming.",JBL,S 6208,Blanco,Madera y plastico,2524,14x21x16 cm,12,Gaming,"2.1, RGB"
SSD0049,Ssd Samsung Gamer 2960,ssd,405000,16,"ssd Samsung SATA NVMe, color negro. Ideal para estudio.",Samsung,Gamer 2960,Negro,Metal,5742,40x22x10 cm,6,Streaming,"SATA, NVMe"
RAM0049,Ram G.Skill Ultra 2611,ram,197500,0,"ram G.Skill DDR5 16GB, color rosa. Ideal para hogar.",G.Skill,Ultra 2611,Rosa,PCB,3592,58x34x15 cm,12,Gaming,"DDR5, 16GB"
GPU0049,Placa de video ASUS Air 1132,placa de video,3365000,31,"placa de video ASUS 12GB RTX 4080, color azul. Ideal para profesional.",ASUS,Air 1132,Azul,Metal y plastico,249,47x22x29 cm,12,Oficina,"12GB, RTX 4080"
FUE0049,Fuente Thermaltake Pro 822,fuente,166500,4,"fuente Thermaltake 80 Plus Gold 80 Plus Bronze, color grafito. Ideal para gaming.",Thermaltake,Pro 822,Grafito,Metal,4949,28x34x28 cm,36,Estudio,"80 Plus Gold, 80 Plus Bronze"
GAB0049,Gabinete NZXT X 6182,gabinete,273500,12,"gabinete NZXT vidrio templado buena ventilacion, color gris. Ideal para profesional.",NZXT,X 6182,Gris,Acero y vidrio,3879,27x23x6 cm,36,Streaming,"vidrio templado, buena ventilacion"
CPU0049,Procesador AMD X 7173,procesador,848000,23,"procesador AMD 6 nucleos Core i7, color blanco. Ideal para hogar.",AMD,X 7173,Blanco,Silicio,6224,39x15x30 cm,6,Profesional,"6 nucleos, Core i7"
MBO0049,Motherboard Gigabyte One 5697,motherboard,266500,14,"motherboard Gigabyte Micro ATX WiFi, color gris. Ideal para hogar.",Gigabyte,One 5697,Gris,PCB,719,57x31x30 cm,6,Estudio,"Micro ATX, WiFi"
COO0049,Cooler DeepCool Pro 8612,cooler,92000,36,"cooler DeepCool silencioso aire, color blanco. Ideal para oficina.",DeepCool,Pro 8612,Blanco,Aluminio y cobre,6109,19x26x17 cm,6,Profesional,"silencioso, aire"
NOT0049,Notebook Dell Series 6571,notebook,2173000,27,"notebook Dell 512GB SSD 1TB SSD, color grafito. Ideal para gaming.",Dell,Series 6571,Grafito,Aluminio,1899,45x34x6 cm,12,Streaming,"512GB SSD, 1TB SSD"
TAB0049,Tablet Samsung Series 1866,tablet,521500,16,"tablet Samsung 11 pulgadas 10 pulgadas, color plata. Ideal para profesional.",Samsung,Series 1866,Plata,Aluminio,6810,18x39x22 cm,6,Oficina,"11 pulgadas, 10 pulgadas"
PEN0049,Pendrive Kingston Pro 609,pendrive,20000,0,"pendrive Kingston 32GB 64GB, color azul. Ideal para hogar.",Kingston,Pro 609,Azul,Metal,7840,12x32x13 cm,36,Gaming,"32GB, 64GB"
ROU0049,Router Tenda One 5018,router,84500,20,"router Tenda mesh AX1800, color rojo. Ideal para estudio.",Tenda,One 5018,Rojo,Plastico,7583,35x7x23 cm,36,Gaming,"mesh, AX1800"
IMP0049,Impresora HP X 5858,impresora,552500,35,"impresora HP sistema continuo laser, color negro. Ideal para hogar.",HP,X 5858,Negro,Plastico,5690,42x27x23 cm,36,Gaming,"sistema continuo, laser"
CAR0049,Cargador Baseus Pro 8086,cargador,43500,0,"cargador Baseus GaN 65W, color blanco. Ideal para streaming.",Baseus,Pro 8086,Blanco,Plastico,6854,50x11x16 cm,36,Streaming,"GaN, 65W"
MOU0050,Mouse Genius Lite 9989,mouse,89000,36,"mouse Genius sensor optico liviano, color plata. Ideal para hogar.",Genius,Lite 9989,Plata,Plastico ABS,1824,44x31x5 cm,6,Streaming,"sensor optico, liviano"
TEC0050,Teclado Razer One 562,teclado,255000,18,"teclado Razer membrana RGB, color plata. Ideal para hogar.",Razer,One 562,Plata,Aluminio,6614,39x8x10 cm,6,Streaming,"membrana, RGB"
MON0050,Monitor Gigabyte Gamer 2949,monitor,192000,19,"monitor Gigabyte 4K Full HD, color plata. Ideal para hogar.",Gigabyte,Gamer 2949,Plata,Plastico y metal,948,48x14x28 cm,6,Oficina,"4K, Full HD"
AUR0050,Auriculares Sony Gamer 4180,auriculares,368000,12,"auriculares Sony surround 7.1 almohadillas, color negro. Ideal para gaming.",Sony,Gamer 4180,Negro,Plastico y cuero sintetico,2526,16x19x12 cm,36,Oficina,"surround 7.1, almohadillas"
SIL0050,Silla Gamemax Go 2002,silla,308500,39,"silla Gamemax ergonomica soporte lumbar, color blanco. Ideal para hogar.",Gamemax,Go 2002,Blanco,Ecocuero y metal,4114,28x32x2 cm,24,Streaming,"ergonomica, soporte lumbar"
WEB0050,Webcam Logitech S 7860,webcam,181000,0,"webcam Logitech autofoco microfono integrado, color negro. Ideal para gaming.",Logitech,S 7860,Negro,Plastico,2202,47x27x17 cm,36,Estudio,"autofoco, microfono integrado"
MIC0050,Microfono Blue Max 2082,microfono,133000,13,"microfono Blue USB condensador, color negro. Ideal para estudio.",Blue,Max 2082,Negro,Metal,3108,40x21x17 cm,6,Streaming,"USB, condensador"
PAR0050,Parlante JBL One 6870,parlante,142000,13,"parlante JBL estereo bluetooth, color blanco. Ideal para oficina.",JBL,One 6870,Blanco,Madera y plastico,6166,49x30x2 cm,24,Gaming,"estereo, bluetooth"
SSD0050,Ssd ADATA Pro 1947,ssd,97000,21,"ssd ADATA NVMe M.2, color azul. Ideal para hogar.",ADATA,Pro 1947,Azul,Metal,6613,18x17x23 cm,36,Hogar,"NVMe, M.2"
RAM0050,Ram G.Skill Lite 1722,ram,186000,35,"ram G.Skill 6000MHz 32GB, color gris. Ideal para gaming.",G.Skill,Lite 1722,Gris,PCB,1246,47x13x29 cm,12,Gaming,"6000MHz, 32GB"
GPU0050,Placa de video Zotac Series 1289,placa de video,2084500,24,"placa de video Zotac RTX 4070 12GB, color gris. Ideal para profesional.",Zotac,Series 1289,Gris,Metal y plastico,3379,8x32x3 cm,24,Hogar,"RTX 4070, 12GB"
FUE0050,Fuente Corsair Lite 6222,fuente,163000,9,"fuente Corsair 80 Plus Bronze 80 Plus Gold, color grafito. Ideal para estudio.",Corsair,Lite 6222,Grafito,Metal,7330,31x15x9 cm,24,Hogar,"80 Plus Bronze, 80 Plus Gold"
GAB0050,Gabinete Cooler Master S 9927,gabinete,354500,6,"gabinete Cooler Master RGB ATX, color negro. Ideal para oficina.",Cooler Master,S 9927,Negro,Acero y vidrio,6381,46x7x13 cm,24,Hogar,"RGB, ATX"
CPU0050,Procesador AMD Gamer 5694,procesador,1135500,33,"procesador AMD 8 nucleos Ryzen 5, color azul. Ideal para streaming.",AMD,Gamer 5694,Azul,Silicio,4879,49x40x23 cm,12,Hogar,"8 nucleos, Ryzen 5"
MBO0050,Motherboard MSI Ultra 8122,motherboard,766500,5,"motherboard MSI WiFi Micro ATX, color rojo. Ideal para profesional.",MSI,Ultra 8122,Rojo,PCB,7702,22x23x21 cm,12,Profesional,"WiFi, Micro ATX"
COO0050,Cooler Noctua Lite 9373,cooler,75500,22,"cooler Noctua liquida 360mm silencioso, color rosa. Ideal para hogar.",Noctua,Lite 9373,Rosa,Aluminio y cobre,2331,21x32x23 cm,12,Estudio,"liquida 360mm, silencioso"
NOT0050,Notebook HP Go 4933,notebook,2976500,36,"notebook HP pantalla 15.6 Windows 11, color rosa. Ideal para hogar.",HP,Go 4933,Rosa,Aluminio,4815,38x16x5 cm,24,Streaming,"pantalla 15.6, Windows 11"
TAB0050,Tablet Samsung Lite 9899,tablet,593000,16,"tablet Samsung 11 pulgadas WiFi, color rojo. Ideal para streaming.",Samsung,Lite 9899,Rojo,Aluminio,2267,41x34x19 cm,24,Oficina,"11 pulgadas, WiFi"
PEN0050,Pendrive SanDisk One 1280,pendrive,44000,0,"pendrive SanDisk 32GB USB 3.2, color azul. Ideal para oficina.",SanDisk,One 1280,Azul,Metal,6701,21x36x16 cm,24,Estudio,"32GB, USB 3.2"
ROU0050,Router Tenda S 3363,router,194500,32,"router Tenda WiFi 6 mesh, color azul. Ideal para hogar.",Tenda,S 3363,Azul,Plastico,3631,29x25x5 cm,12,Oficina,"WiFi 6, mesh"
IMP0050,Impresora Epson X 992,impresora,262500,36,"impresora Epson multifuncion sistema continuo, color negro. Ideal para oficina.",Epson,X 992,Negro,Plastico,6471,11x32x8 cm,6,Streaming,"multifuncion, sistema continuo"
CAR0050,Cargador Genius Pro 261,cargador,26500,28,"cargador Genius 65W 2 puertos, color blanco. Ideal para oficina.",Genius,Pro 261,Blanco,Plastico,5115,43x22x19 cm,24,Oficina,"65W, 2 puertos"
MOU0051,Mouse Razer Pro 9171,mouse,219000,25,"mouse Razer con cable inalambrico, color rojo. Ideal para estudio.",Razer,Pro 9171,Rojo,Plastico ABS,192,15x10x20 cm,24,Hogar,"con cable, inalambrico"
TEC0051,Teclado Logitech Ultra 4133,teclado,253000,40,"teclado Logitech inalambrico full size, color grafito. Ideal para oficina.",Logitech,Ultra 4133,Grafito,Aluminio,7567,19x22x5 cm,6,Oficina,"inalambrico, full size"
MON0051,Monitor ViewSonic Plus 7230,monitor,393500,7,"monitor ViewSonic 165Hz 2K QHD, color grafito. Ideal para hogar.",ViewSonic,Plus 7230,Grafito,Plastico y metal,5886,33x33x6 cm,36,Estudio,"165Hz, 2K QHD"
AUR0051,Auriculares Sony Pro 8968,auriculares,282500,28,"auriculares Sony gamer bluetooth, color azul. Ideal para estudio.",Sony,Pro 8968,Azul,Plastico y cuero sintetico,2854,25x6x17 cm,36,Hogar,"gamer, bluetooth"
SIL0051,Silla Noblechairs Lite 6210,silla,566000,11,"silla Noblechairs ecocuero gamer, color gris. Ideal para oficina.",Noblechairs,Lite 6210,Gris,Ecocuero y metal,1835,25x27x14 cm,24,Oficina,"ecocuero, gamer"
WEB0051,Webcam Microsoft Lite 6316,webcam,99000,5,"webcam Microsoft Full HD 1080p USB, color plata. Ideal para gaming.",Microsoft,Lite 6316,Plata,Plastico,3235,41x27x13 cm,36,Gaming,"Full HD 1080p, USB"
MIC0051,Microfono FIFINE S 7396,microfono,168500,23,"microfono FIFINE condensador para streaming, color grafito. Ideal para profesional.",FIFINE,S 7396,Grafito,Metal,7517,21x35x7 cm,12,Oficina,"condensador, para streaming"
PAR0051,Parlante JBL Pro 6349,parlante,67000,0,"parlante JBL bluetooth 2.0, color rojo. Ideal para streaming.",JBL,Pro 6349,Rojo,Madera y plastico,4578,8x21x4 cm,24,Hogar,"bluetooth, 2.0"
SSD0051,Ssd Kingston Plus 2420,ssd,122500,15,"ssd Kingston 1TB lectura 3500MB/s, color grafito. Ideal para oficina.",Kingston,Plus 2420,Grafito,Metal,4314,9x19x29 cm,6,Estudio,"1TB, lectura 3500MB/s"
RAM0051,Ram Kingston One 2982,ram,254500,11,"ram Kingston RGB 16GB, color azul. Ideal para oficina.",Kingston,One 2982,Azul,PCB,4986,50x9x4 cm,6,Profesional,"RGB, 16GB"
GPU0051,Placa de video Gigabyte Series 2133,placa de video,3383500,12,"placa de video Gigabyte 8GB GDDR6 RTX 4080, color plata. Ideal para oficina.",Gigabyte,Series 2133,Plata,Metal y plastico,2062,55x5x12 cm,12,Profesional,"8GB GDDR6, RTX 4080"
FUE0051,Fuente Corsair Series 8365,fuente,132500,4,"fuente Corsair 80 Plus Bronze 750W, color negro. Ideal para oficina.",Corsair,Series 8365,Negro,Metal,2031,60x28x20 cm,24,Hogar,"80 Plus Bronze, 750W"
GAB0051,Gabinete NZXT Gamer 2969,gabinete,145000,39,"gabinete NZXT buena ventilacion Micro ATX, color blanco. Ideal para gaming.",NZXT,Gamer 2969,Blanco,Acero y vidrio,3141,13x5x11 cm,36,Estudio,"buena ventilacion, Micro ATX"
CPU0051,Procesador AMD Air 6571,procesador,892500,39,"procesador AMD LGA1700 8 nucleos, color grafito. Ideal para streaming.",AMD,Air 6571,Grafito,Silicio,3369,53x21x18 cm,36,Oficina,"LGA1700, 8 nucleos"
MBO0051,Motherboard ASRock Max 696,motherboard,505500,20,"motherboard ASRock B650 WiFi, color rosa. Ideal para hogar.",ASRock,Max 696,Rosa,PCB,3184,29x24x13 cm,6,Profesional,"B650, WiFi"
COO0051,Cooler Noctua Lite 362,cooler,143000,38,"cooler Noctua RGB liquida 240mm, color rosa. Ideal para streaming.",Noctua,Lite 362,Rosa,Aluminio y cobre,1195,46x24x14 cm,12,Oficina,"RGB, liquida 240mm"
NOT0051,Notebook Lenovo Lite 7293,notebook,2656000,30,"notebook Lenovo Windows 11 512GB SSD, color azul. Ideal para oficina.",Lenovo,Lite 7293,Azul,Aluminio,3845,13x31x3 cm,12,Oficina,"Windows 11, 512GB SSD"
TAB0051,Tablet Samsung Plus 6228,tablet,605500,0,"tablet Samsung 128GB WiFi, color negro. Ideal para profesional.",Samsung,Plus 6228,Negro,Aluminio,2956,57x37x19 cm,36,Gaming,"128GB, WiFi"
PEN0051,Pendrive SanDisk Ultra 5875,pendrive,41000,0,"pendrive SanDisk 64GB 128GB, color rojo. Ideal para gaming.",SanDisk,Ultra 5875,Rojo,Metal,1245,52x40x10 cm,6,Gaming,"64GB, 128GB"
ROU0051,Router Tenda Lite 8637,router,136000,22,"router Tenda WiFi 6 mesh, color rojo. Ideal para hogar.",Tenda,Lite 8637,Rojo,Plastico,2892,44x25x11 cm,24,Gaming,"WiFi 6, mesh"
IMP0051,Impresora Brother One 2120,impresora,689000,3,"impresora Brother laser color, color plata. Ideal para estudio.",Brother,One 2120,Plata,Plastico,6019,52x37x4 cm,12,Hogar,"laser, color"
CAR0051,Cargador Baseus Air 7306,cargador,58000,0,"cargador Baseus carga rapida 2 puertos, color azul. Ideal para hogar.",Baseus,Air 7306,Azul,Plastico,2309,30x19x3 cm,6,Profesional,"carga rapida, 2 puertos"
MOU0052,Mouse Logitech Max 3286,mouse,217500,10,"mouse Logitech con cable 6 botones programables, color grafito. Ideal para estudio.",Logitech,Max 3286,Grafito,Plastico ABS,2140,18x5x4 cm,12,Gaming,"con cable, 6 botones programables"
TEC0052,Teclado HyperX Go 8007,teclado,99000,32,"teclado HyperX inalambrico compacto, color blanco. Ideal para streaming.",HyperX,Go 8007,Blanco,Aluminio,3815,56x26x21 cm,24,Hogar,"inalambrico, compacto"
MON0052,Monitor AOC One 9251,monitor,492500,34,"monitor AOC DisplayPort FreeSync, color rojo. Ideal para streaming.",AOC,One 9251,Rojo,Plastico y metal,6893,50x38x23 cm,24,Estudio,"DisplayPort, FreeSync"
AUR0052,Auriculares Razer Lite 464,auriculares,197000,33,"auriculares Razer almohadillas cancelacion de ruido, color grafito. Ideal para streaming.",Razer,Lite 464,Grafito,Plastico y cuero sintetico,3365,8x24x27 cm,24,Gaming,"almohadillas, cancelacion de ruido"
SIL0052,Silla Cougar Series 3763,silla,330500,7,"silla Cougar ergonomica apoyabrazos 4D, color rosa. Ideal para estudio.",Cougar,Series 3763,Rosa,Ecocuero y metal,3023,31x30x15 cm,24,Profesional,"ergonomica, apoyabrazos 4D"
WEB0052,Webcam Logitech Lite 2761,webcam,117500,4,"webcam Logitech para streaming Full HD 1080p, color plata. Ideal para hogar.",Logitech,Lite 2761,Plata,Plastico,1311,31x35x2 cm,24,Profesional,"para streaming, Full HD 1080p"
MIC0052,Microfono HyperX Plus 3961,microfono,147000,26,"microfono HyperX para streaming filtro pop, color plata. Ideal para oficina.",HyperX,Plus 3961,Plata,Metal,2396,20x15x12 cm,12,Estudio,"para streaming, filtro pop"
PAR0052,Parlante Edifier One 6274,parlante,63000,1,"parlante Edifier bluetooth subwoofer, color blanco. Ideal para hogar.",Edifier,One 6274,Blanco,Madera y plastico,4085,10x14x3 cm,6,Hogar,"bluetooth, subwoofer"
SSD0052,Ssd Kingston Pro 2286,ssd,384500,23,"ssd Kingston 2TB 7000MB/s, color azul. Ideal para gaming.",Kingston,Pro 2286,Azul,Metal,381,15x24x12 cm,6,Gaming,"2TB, 7000MB/s"
RAM0052,Ram Kingston Pro 103,ram,236000,32,"ram Kingston 8GB 16GB, color rosa. Ideal para estudio.",Kingston,Pro 103,Rosa,PCB,2437,44x38x4 cm,24,Oficina,"8GB, 16GB"
GPU0052,Placa de video ASUS Gamer 4359,placa de video,2509500,7,"placa de video ASUS 12GB ray tracing, color gris. Ideal para oficina.",ASUS,Gamer 4359,Gris,Metal y plastico,5694,23x7x14 cm,24,Streaming,"12GB, ray tracing"
FUE0052,Fuente EVGA Go 7844,fuente,205500,19,"fuente EVGA 850W 80 Plus Gold, color plata. Ideal para hogar.",EVGA,Go 7844,Plata,Metal,3474,56x20x27 cm,24,Streaming,"850W, 80 Plus Gold"
GAB0052,Gabinete Thermaltake Lite 4043,gabinete,79500,0,"gabinete Thermaltake Micro ATX buena ventilacion, color plata. Ideal para gaming.",Thermaltake,Lite 4043,Plata,Acero y vidrio,1259,11x33x6 cm,12,Streaming,"Micro ATX, buena ventilacion"
CPU0052,Procesador Intel Plus 5551,procesador,1160000,28,"procesador Intel Ryzen 7 8 nucleos, color rojo. Ideal para streaming.",Intel,Plus 5551,Rojo,Silicio,5524,47x40x25 cm,24,Streaming,"Ryzen 7, 8 nucleos"
MBO0052,Motherboard Gigabyte Gamer 654,motherboard,321000,0,"motherboard Gigabyte B760 DDR5, color rojo. Ideal para gaming.",Gigabyte,Gamer 654,Rojo,PCB,6940,59x21x14 cm,12,Hogar,"B760, DDR5"
COO0052,Cooler Noctua Air 6612,cooler,239000,21,"cooler Noctua RGB liquida 240mm, color rojo. Ideal para streaming.",Noctua,Air 6612,Rojo,Aluminio y cobre,3509,47x25x26 cm,12,Gaming,"RGB, liquida 240mm"
NOT0052,Notebook HP Plus 6912,notebook,1321500,3,"notebook HP Windows 11 16GB RAM, color blanco. Ideal para oficina.",HP,Plus 6912,Blanco,Aluminio,4250,43x36x10 cm,12,Streaming,"Windows 11, 16GB RAM"
TAB0052,Tablet Samsung S 729,tablet,844500,24,"tablet Samsung 128GB con lapiz, color negro. Ideal para gaming.",Samsung,S 729,Negro,Aluminio,4005,54x37x8 cm,12,Oficina,"128GB, con lapiz"
PEN0052,Pendrive SanDisk Air 8373,pendrive,42500,38,"pendrive SanDisk metalico USB 3.2, color azul. Ideal para estudio.",SanDisk,Air 8373,Azul,Metal,1661,32x7x16 cm,24,Estudio,"metalico, USB 3.2"
ROU0052,Router Mercusys Pro 4761,router,184500,5,"router Mercusys WiFi 6 mesh, color rojo. Ideal para hogar.",Mercusys,Pro 4761,Rojo,Plastico,7660,34x19x12 cm,12,Hogar,"WiFi 6, mesh"
IMP0052,Impresora HP Plus 734,impresora,564000,0,"impresora HP color sistema continuo, color rosa. Ideal para oficina.",HP,Plus 734,Rosa,Plastico,382,19x33x9 cm,36,Gaming,"color, sistema continuo"
CAR0052,Cargador Baseus Pro 1346,cargador,9000,33,"cargador Baseus 2 puertos GaN, color azul. Ideal para streaming.",Baseus,Pro 1346,Azul,Plastico,6559,54x24x26 cm,6,Hogar,"2 puertos, GaN"
MOU0053,Mouse HyperX Lite 8850,mouse,110000,36,"mouse HyperX RGB con cable, color azul. Ideal para oficina.",HyperX,Lite 8850,Azul,Plastico ABS,4515,46x17x2 cm,36,Gaming,"RGB, con cable"
TEC0053,Teclado HyperX Air 4123,teclado,80000,17,"teclado HyperX mecanico membrana, color plata. Ideal para profesional.",HyperX,Air 4123,Plata,Aluminio,5553,21x31x7 cm,36,Oficina,"mecanico, membrana"
MON0053,Monitor ViewSonic Max 6021,monitor,718500,36,"monitor ViewSonic 4K FreeSync, color blanco. Ideal para gaming.",ViewSonic,Max 6021,Blanco,Plastico y metal,1324,60x12x29 cm,6,Oficina,"4K, FreeSync"
AUR0053,Auriculares Logitech Plus 3032,auriculares,88500,33,"auriculares Logitech almohadillas cancelacion de ruido, color blanco. Ideal para estudio.",Logitech,Plus 3032,Blanco,Plastico y cuero sintetico,3861,37x12x17 cm,24,Gaming,"almohadillas, cancelacion de ruido"
SIL0053,Silla ProSeat Ultra 5887,silla,432500,2,"silla ProSeat apoyabrazos 4D ergonomica, color gris. Ideal para estudio.",ProSeat,Ultra 5887,Gris,Ecocuero y metal,6639,55x10x4 cm,12,Oficina,"apoyabrazos 4D, ergonomica"
WEB0053,Webcam Microsoft Max 8653,webcam,43000,22,"webcam Microsoft microfono integrado autofoco, color rosa. Ideal para hogar.",Microsoft,Max 8653,Rosa,Plastico,898,56x37x26 cm,36,Oficina,"microfono integrado, autofoco"
MIC0053,Microfono Blue Lite 8020,microfono,294000,36,"microfono Blue filtro pop USB, color blanco. Ideal para hogar.",Blue,Lite 8020,Blanco,Metal,2689,46x28x8 cm,6,Gaming,"filtro pop, USB"
PAR0053,Parlante Genius Lite 160,parlante,197500,27,"parlante Genius bluetooth 2.1, color rojo. Ideal para gaming.",Genius,Lite 160,Rojo,Madera y plastico,7992,25x34x4 cm,12,Gaming,"bluetooth, 2.1"
SSD0053,Ssd ADATA Series 9298,ssd,284000,36,"ssd ADATA M.2 500GB, color blanco. Ideal para streaming.",ADATA,Series 9298,Blanco,Metal,6288,26x12x21 cm,6,Streaming,"M.2, 500GB"
RAM0053,Ram ADATA Lite 5212,ram,245000,0,"ram ADATA 32GB DDR4, color grafito. Ideal para profesional.",ADATA,Lite 5212,Grafito,PCB,5496,13x21x28 cm,36,Oficina,"32GB, DDR4"
GPU0053,Placa de video MSI X 6850,placa de video,665000,32,"placa de video MSI 8GB GDDR6 RTX 4080, color blanco. Ideal para profesional.",MSI,X 6850,Blanco,Metal y plastico,3383,6x6x11 cm,24,Oficina,"8GB GDDR6, RTX 4080"
FUE0053,Fuente Corsair Max 8700,fuente,95000,17,"fuente Corsair 850W 650W, color blanco. Ideal para profesional.",Corsair,Max 8700,Blanco,Metal,7327,12x16x20 cm,12,Estudio,"850W, 650W"
GAB0053,Gabinete Cooler Master Lite 904,gabinete,344000,6,"gabinete Cooler Master vidrio templado 3 coolers, color azul. Ideal para estudio.",Cooler Master,Lite 904,Azul,Acero y vidrio,7711,41x39x11 cm,24,Gaming,"vidrio templado, 3 coolers"
CPU0053,Procesador AMD Pro 5210,procesador,849000,18,"procesador AMD Core i7 8 nucleos, color grafito. Ideal para oficina.",AMD,Pro 5210,Grafito,Silicio,613,11x5x5 cm,36,Gaming,"Core i7, 8 nucleos"
MBO0053,Motherboard ASRock X 6751,motherboard,739500,36,"motherboard ASRock X670 B760, color blanco. Ideal para oficina.",ASRock,X 6751,Blanco,PCB,721,26x15x7 cm,6,Streaming,"X670, B760"
COO0053,Cooler Cooler Master Gamer 3678,cooler,132000,1,"cooler Cooler Master liquida 240mm silencioso, color gris. Ideal para profesional.",Cooler Master,Gamer 3678,Gris,Aluminio y cobre,4774,55x17x17 cm,12,Gaming,"liquida 240mm, silencioso"
NOT0053,Notebook Asus Lite 6464,notebook,1271500,26,"notebook Asus 1TB SSD 16GB RAM, color rosa. Ideal para hogar.",Asus,Lite 6464,Rosa,Aluminio,7510,42x23x10 cm,12,Estudio,"1TB SSD, 16GB RAM"
TAB0053,Tablet Samsung Go 6984,tablet,201500,8,"tablet Samsung con lapiz WiFi, color azul. Ideal para oficina.",Samsung,Go 6984,Azul,Aluminio,6167,21x13x20 cm,12,Streaming,"con lapiz, WiFi"
PEN0053,Pendrive Kingston Air 4176,pendrive,24500,3,"pendrive Kingston 32GB 64GB, color gris. Ideal para streaming.",Kingston,Air 4176,Gris,Metal,3283,13x18x10 cm,6,Estudio,"32GB, 64GB"
ROU0053,Router TP-Link Air 3543,router,58000,22,"router TP-Link WiFi 6 mesh, color blanco. Ideal para oficina.",TP-Link,Air 3543,Blanco,Plastico,1254,51x12x29 cm,24,Profesional,"WiFi 6, mesh"
IMP0053,Impresora HP S 8601,impresora,303000,14,"impresora HP laser wifi, color azul. Ideal para oficina.",HP,S 8601,Azul,Plastico,7176,47x20x17 cm,36,Profesional,"laser, wifi"
CAR0053,Cargador Baseus Pro 4230,cargador,18500,4,"cargador Baseus GaN 2 puertos, color negro. Ideal para gaming.",Baseus,Pro 4230,Negro,Plastico,6180,34x38x11 cm,12,Hogar,"GaN, 2 puertos"
MOU0054,Mouse Logitech Plus 2405,mouse,119500,1,"mouse Logitech ergonomico inalambrico, color azul. Ideal para estudio.",Logitech,Plus 2405,Azul,Plastico ABS,584,42x34x13 cm,24,Streaming,"ergonomico, inalambrico"
TEC0054,Teclado Razer Gamer 3391,teclado,153500,11,"teclado Razer compacto layout español, color azul. Ideal para hogar.",Razer,Gamer 3391,Azul,Aluminio,7462,13x6x26 cm,12,Streaming,"compacto, layout español"
MON0054,Monitor Philips S 3686,monitor,906500,24,"monitor Philips VA 4K, color gris. Ideal para streaming.",Philips,S 3686,Gris,Plastico y metal,859,22x38x27 cm,24,Streaming,"VA, 4K"
AUR0054,Auriculares Sony Pro 1131,auriculares,157000,16,"auriculares Sony gamer cancelacion de ruido, color blanco. Ideal para streaming.",Sony,Pro 1131,Blanco,Plastico y cuero sintetico,7679,40x38x7 cm,36,Estudio,"gamer, cancelacion de ruido"
SIL0054,Silla Redragon Max 420,silla,610000,37,"silla Redragon soporte lumbar ecocuero, color rojo. Ideal para hogar.",Redragon,Max 420,Rojo,Ecocuero y metal,1634,16x11x25 cm,24,Streaming,"soporte lumbar, ecocuero"
WEB0054,Webcam Genius Plus 4555,webcam,210500,39,"webcam Genius para streaming microfono integrado, color rosa. Ideal para profesional.",Genius,Plus 4555,Rosa,Plastico,837,29x35x21 cm,12,Oficina,"para streaming, microfono integrado"
MIC0054,Microfono Razer Pro 5607,microfono,314000,22,"microfono Razer para streaming USB, color rojo. Ideal para hogar.",Razer,Pro 5607,Rojo,Metal,7893,40x6x24 cm,6,Gaming,"para streaming, USB"
PAR0054,Parlante JBL Lite 6829,parlante,236000,35,"parlante JBL 2.0 RGB, color negro. Ideal para gaming.",JBL,Lite 6829,Negro,Madera y plastico,890,48x40x16 cm,12,Oficina,"2.0, RGB"
SSD0054,Ssd Kingston Lite 6176,ssd,31000,38,"ssd Kingston NVMe M.2, color blanco. Ideal para profesional.",Kingston,Lite 6176,Blanco,Metal,5317,42x33x30 cm,12,Gaming,"NVMe, M.2"
RAM0054,Ram ADATA Lite 2046,ram,177000,35,"ram ADATA 32GB 6000MHz, color blanco. Ideal para oficina.",ADATA,Lite 2046,Blanco,PCB,411,35x22x19 cm,12,Streaming,"32GB, 6000MHz"
GPU0054,Placa de video ASUS Gamer 3644,placa de video,722000,33,"placa de video ASUS RTX 4080 RTX 4060, color grafito. Ideal para estudio.",ASUS,Gamer 3644,Grafito,Metal y plastico,2324,5x32x24 cm,24,Profesional,"RTX 4080, RTX 4060"
